"Date","current temperature(C)","forcast temperature in 1h (C)","forcast temperature in 2h (C)","forcast temperature in 3h (C)","forcast temperature in 4h (C)","forcast temperature in 5h (C)","forcast temperature in 6h (C)","forcast temperature in 7h (C)","forcast temperature in 8h (C)","forcast temperature in 9h (C)","forcast temperature in 10h (C)","forcast temperature in 11h (C)","forcast temperature in 12h (C)","forcast temperature in 13h (C)","forcast temperature in 14h (C)","forcast temperature in 15h (C)","forcast temperature in 16h (C)","forcast temperature in 17h (C)","forcast temperature in 18h (C)","forcast temperature in 19h (C)","forcast temperature in 20h (C)","forcast temperature in 21h (C)","forcast temperature in 22h (C)","forcast temperature in 23h (C)","forcast temperature in 24h (C)"
2017-03-28 17:25:01,5,7,6,5,4,3,2,1,0,-1,-1,-2,-2,-1,-1,0,1,1,2,3,3,4,4,5,5
2017-03-28 17:55:01,5,7,6,5,4,3,2,1,0,-1,-1,-2,-2,-1,-1,0,1,1,2,3,3,4,4,5,5
2017-03-28 18:25:01,5,6,5,4,3,2,1,0,-1,-1,-2,-2,-1,-1,0,1,1,2,3,3,4,4,5,5,4
2017-03-28 18:55:01,5,6,5,4,3,2,1,0,-1,-1,-2,-2,-1,-1,0,1,1,2,3,3,4,4,5,5,4
2017-03-28 19:25:01,5,5,4,3,2,1,0,-1,-1,-2,-2,-1,-1,0,1,1,2,3,3,4,4,5,5,4,2
2017-03-28 19:55:01,5,5,4,3,2,1,0,-1,-1,-2,-2,-1,-1,0,1,1,2,3,3,4,4,5,5,4,2
2017-03-28 20:25:01,5,4,3,2,1,0,-1,-1,-2,-2,-1,-1,0,1,1,2,3,3,4,4,5,5,4,2,1
2017-03-28 20:55:01,5,4,3,2,1,0,-1,-1,-2,-2,-1,-1,0,1,1,2,3,3,4,4,5,5,4,2,1
2017-03-28 21:25:01,5,3,2,1,0,-1,-1,-2,-2,-1,-1,0,1,1,2,3,3,4,4,5,5,4,2,1,0
2017-03-28 21:55:01,5,3,2,1,0,-1,-1,-2,-2,-1,-1,0,1,1,2,3,3,4,4,5,5,4,2,1,0
2017-03-28 22:25:01,4,2,1,0,-1,-1,-2,-2,-1,-1,0,1,1,2,3,3,4,4,5,5,4,2,1,0,0
2017-03-28 22:55:01,4,2,1,0,-1,-1,-2,-2,-1,-1,0,1,1,2,3,3,4,4,5,5,4,2,1,0,0
2017-03-28 23:25:01,4,1,0,-1,-1,-2,-2,-1,-1,0,1,1,2,3,3,4,4,5,5,4,2,1,0,0,-1
2017-03-28 23:55:01,4,1,0,-1,-1,-2,-2,-1,-1,0,1,1,2,3,3,4,4,5,5,4,2,1,0,0,-1
2017-03-29 00:25:02,4,0,-1,-1,-2,-2,-1,-1,0,1,1,2,3,3,4,4,5,5,4,2,1,0,0,-1,-2
2017-03-29 00:55:01,4,0,-1,-1,-2,-2,-1,-1,0,1,1,2,3,3,4,4,5,5,4,2,1,0,0,-1,-2
2017-03-29 01:25:01,2,-1,-1,-2,-2,-1,-1,0,1,1,2,3,3,4,4,5,5,4,2,1,0,0,-1,-2,-2
2017-03-29 01:55:01,2,-1,-1,-2,-2,-1,-1,0,1,1,2,3,3,4,4,5,5,4,2,1,0,0,-1,-2,-2
2017-03-29 02:25:01,2,-1,-2,-2,-1,-1,0,1,1,2,3,3,4,4,5,5,4,2,1,0,0,-1,-2,-2,-3
2017-03-29 02:55:01,2,-1,-2,-2,-1,-1,0,1,1,2,3,3,4,4,5,5,4,2,1,0,0,-1,-2,-2,-3
2017-03-29 03:25:01,2,-2,-2,-1,-1,0,1,1,2,3,3,4,4,5,5,4,2,1,0,0,-1,-2,-2,-3,-3
2017-03-29 03:55:03,2,-2,-2,-1,-1,0,1,1,2,3,3,4,4,5,5,4,2,1,0,0,-1,-2,-2,-3,-3
2017-03-29 04:25:01,2,-2,-1,-1,0,1,1,2,3,3,4,4,5,5,4,2,1,0,0,-1,-2,-2,-3,-3,-4
2017-03-29 04:55:01,2,0,0,0,0,1,1,2,3,3,4,5,5,6,4,3,1,0,-2,-3,-4,-5,-6,-6,-7
2017-03-29 05:25:01,0,0,0,0,1,1,2,3,3,4,5,5,6,4,3,1,0,-2,-3,-4,-5,-6,-6,-7,-7
2017-03-29 05:55:01,0,0,0,0,1,1,2,3,3,4,5,5,6,4,3,1,0,-2,-3,-4,-5,-6,-6,-7,-7
2017-03-29 06:25:01,0,0,0,1,1,2,3,3,4,5,5,6,4,3,1,0,-2,-3,-4,-5,-6,-6,-7,-7,-6
2017-03-29 06:55:01,0,0,0,1,1,2,3,3,4,5,5,6,4,3,1,0,-2,-3,-4,-5,-6,-6,-7,-7,-6
2017-03-29 07:25:01,0,0,1,1,2,3,3,4,5,5,6,4,3,1,0,-2,-3,-4,-5,-6,-6,-7,-7,-6,-5
2017-03-29 07:55:01,0,0,1,1,2,3,3,4,5,5,6,4,3,1,0,-2,-3,-4,-5,-6,-6,-7,-7,-6,-5
2017-03-29 08:25:01,0,1,1,2,3,3,4,5,5,6,4,3,1,0,-2,-3,-4,-5,-6,-6,-7,-7,-6,-5,-4
2017-03-29 08:55:01,0,1,1,2,3,3,4,5,5,6,4,3,1,0,-2,-3,-4,-5,-6,-6,-7,-7,-6,-5,-4
2017-03-29 09:25:01,1,1,2,3,3,4,5,5,6,4,3,1,0,-2,-3,-4,-5,-6,-6,-7,-7,-6,-5,-4,-2
2017-03-29 09:55:01,1,1,2,3,3,4,5,5,6,4,3,1,0,-2,-3,-4,-5,-6,-6,-7,-7,-6,-5,-4,-2
2017-03-29 10:25:01,3,2,3,3,4,5,5,6,4,3,1,0,-2,-3,-4,-5,-6,-6,-7,-7,-6,-5,-4,-2,0
2017-03-29 10:55:03,3,2,3,3,4,5,5,6,4,3,1,0,-2,-3,-4,-5,-6,-6,-7,-7,-6,-5,-4,-2,0
